order_id	item_id	product_id	product_version_id	title_origin	title_target	category	custom_category	site_name	product_details	product_info_details	materials	clothing_materials	hscode	thumbnail_urls	thumbnail_count	price_origin	price_krw	product_url	actual_weight	actual_dimensions	actual_d1	actual_d2	actual_d3	actual_max	actual_mid	actual_min	actual_volume_m3	actual_volume_cm3	actual_volume_L	volumetric_weight	ai_weight_kg	ai_width_cm	ai_depth_cm	ai_height_cm	ai_max	ai_mid	ai_min	ai_volume_m3	ai_volume_cm3	ai_volume_L	ai_volume_str	ai_packed_volume_str	weight_error	volume_error	max_error	mid_error	min_error	avg_dim_error	shipping_date	order_created_at	weight_range
250220E28DC8A2	2e49160c-acf2-487c-8d51-48171d9f1fec	6d75a498-21a3-4bf8-980b-5273c87367ac	cbe40761-8508-4a37-bae5-0e1a5d0773f3	오소이  토니 미니 (베이지)	オソイトニーミニ(ベージュ)	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"払い戻しX交換X交信X 

海外オソイで販売していたバッグです～！

환불X 교환X 교신X 

해외 오소이에서 판매하던 가방입니다~!"	synthetic leather		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/cbe40761-8508-4a37-bae5-0e1a5d0773f3.jpg	3	90000.0	9816.0	https://m.bunjang.co.kr/products/302550953	0.84	38.5x29.5x10.0	38.5	29.5	10.0	38.5	29.5	10.0	0.0113575	11357.5	11.3575	1.893	0.4	25.0	10.0	15.0	25.0	15.0	10.0	0.00375	3750.0	3.75			-0.5238095238095237	-0.6698217037200088	-0.3506493506493506	-0.4915254237288136	0.0	-0.2807249247927214	2025-03-05 10:37:48	2025-03-09 05:00:36.793	0.5-1kg
250223E8B6700B	19b41381-a5f7-46dd-84f1-e8b408dc67fe	cdcd0647-e64d-4636-9b5c-f8727dc7c984	a4199a7c-33c5-42e8-861a-44f342cb7ac8	북토트 DIOR(L)	ブックトート DIOR(L)	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"ヴィンテージショップで購入して書いたが、とてもきれいで豪華です。ミルク、ベースなどのバッグとしても良いです。状態は良いです。

빈티지샵에서  구매해서 썼는데 너무 예쁘고  고급스럽습니다. 분유, 기저기등 가방으로도 좋습니다. 상태는 좋습니다."	cotton 100%		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/a4199a7c-33c5-42e8-861a-44f342cb7ac8.jpg	6	130000.0	14178.0	https://m.bunjang.co.kr/product/318336815	0.82	38.4x38.9x12.5	38.4	38.9	12.5	38.9	38.4	12.5	0.018672	18672.0	18.672	3.112	0.8	30.0	10.0	20.0	30.0	20.0	10.0	0.006	6000.0	6.0			-0.0243902439024389	-0.6786632390745502	-0.2287917737789203	-0.4791666666666666	-0.2	-0.3026528134818623	2025-02-27 12:53:58	2025-03-01 08:02:29.564	0.5-1kg
2502121CD38743	e7ec5585-97ab-4d1d-bfa2-a54e204f1d96	268a3001-c29e-4abe-9671-b6ea50c19b49	e121448b-ed25-47fa-8a79-4fb2211e8ec6	[새상품] hai 하이 실크 바비백 블랙	【新商品】ハイハイシルクバービーバッグブラック	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"■ミニシルクバッグではなくバービーバッグです！（サイズが違います）
■原価16万ウォン
■幅22.5cm、高さ21.5cm、幅5.5cm、取っ手15cmでかなりの持ち物収納に良いミディアムサイズ
■選んだ新商品、所蔵しようと販売します

👥直取引は江南駅付近の2号線付近でのみ 
📦 宅配便取引時の返還 +2000 or 편택 +4000

■ 미니 실크백 아니고 바비백입니다!(사이즈가 달라요)
■ 원가 16만원
■ 너비 22.5cm, 높이 21.5cm, 폭 5.5cm, 손잡이 15cm 으로 웬만한 소지품 수납하기 좋은 미디엄 사이즈
■ 택 달린 새상품, 소장하려다 판매합니다

👥 직거래는 강남역 부근 2호선 근처에서만 
📦 택배거래시 반택 +2000 or 편택 +4000"	 Silk, Leather		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/e121448b-ed25-47fa-8a79-4fb2211e8ec6.jpg	3	98000.0	10688.0	https://m.bunjang.co.kr/products/310673575	0.425	27.0x24.0x15.0	27.0	24.0	15.0	27.0	24.0	15.0	0.00972	9720.0	9.72	1.62	0.8	28.0	8.0	21.0	28.0	21.0	8.0	0.004704	4704.0	4.704			0.8823529411764708	-0.5160493827160494	0.037037037037037	-0.125	-0.4666666666666667	-0.1848765432098765	2025-02-19 13:07:20	2025-02-22 05:02:11.398	0-0.5kg
2502031EFE2412	7bb95cb7-111b-499c-aace-71a8595d00db	5011c8c7-596e-4d4f-ac58-98be64f80f72	f13a8573-3f9b-41cc-83bd-82e8ffc94053	(정품) 디올 도트백	(純正)ディオールドットバッグ	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"정품 디올입니다!
고이비토 보증서 포함입니다
사용감 적고 너무 이뻐요!!"	cow leather 100%		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/f13a8573-3f9b-41cc-83bd-82e8ffc94053.jpg	4	350000.0	38171.0	https://m.bunjang.co.kr/products/314664633	0.95	34.0x25.0x21.0	34.0	25.0	21.0	34.0	25.0	21.0	0.01785	17850.0	17.85	2.975	0.8	20.0	10.0	15.0	20.0	15.0	10.0	0.003	3000.0	3.0			-0.1578947368421051	-0.8319327731092437	-0.4117647058823529	-0.4	-0.5238095238095238	-0.4451914098972923	2025-02-11 11:16:02	2025-02-18 08:01:27.464	0.5-1kg
250203744C86E5	65b7afa2-5215-41fb-b1d0-97f89c33b92c	b4b9f3c5-4aab-49d5-a24f-3dfe02369baf	2c8de5dd-0187-4b42-a39c-72fa1ef1a389	상태좋음 구찌가방	状態良いグッチバッグ	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"보관만해서 내놔요~
질문 안받을게요~
무료배송드릴게요"	cow leather 100%		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/2c8de5dd-0187-4b42-a39c-72fa1ef1a389.jpg	10	104500.0	11397.0	https://m.bunjang.co.kr/products/279040407	2.555	54.0x36.0x30.0	54.0	36.0	30.0	54.0	36.0	30.0	0.05832	58320.0	58.32	9.72	0.8	28.0	10.0	21.0	28.0	21.0	10.0	0.00588	5880.0	5.88			-0.6868884540117417	-0.8991769547325102	-0.4814814814814814	-0.4166666666666667	-0.6666666666666666	-0.5216049382716049	2025-02-07 18:29:46	2025-02-13 14:01:33.638	2-5kg
250122AFC58DD3	66e0ae3d-3f19-404f-935f-d383505ac7b2	e978a866-58f7-4e01-9bad-eadb801e3054	9b3e2909-41e0-4b42-a537-aa5cf41562a7	[착한중고명품울산점] 구찌 247205 삼선 보스턴백 상태 A	[良い中古名品蔚山店]グッチ247205サムソンボストンバッグステータスA	가방/지갑 > 여성가방 > 토트백 > 	Handbag	bungae		[착한중고명품울산점] 구찌 247205 삼선 보스턴백 상태 A	fabric leather		4202211090	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/9b3e2909-41e0-4b42-a537-aa5cf41562a7.jpg	7	350000.0	38100.0	https://m.bunjang.co.kr/products/313047336	1.56	45.0x31.0x26.0	45.0	31.0	26.0	45.0	31.0	26.0	0.03627	36270.0	36.27	6.045	1.0	18.0	15.0	28.0	28.0	18.0	15.0	0.00756	7560.0	7.56			-0.358974358974359	-0.7915632754342432	-0.3777777777777777	-0.4193548387096774	-0.4230769230769231	-0.4067365131881261	2025-02-04 11:15:26	2025-02-07 08:01:14.863	1-2kg
2501216AEE071A	0b53574d-216d-477e-a46c-75526766ea46	45e63925-e16c-4a92-9fa3-3055c4c30d8d	0fb5e25f-58a9-4afa-b2a0-5e840864077e	구찌 1227 뱀부백	グッチ 1227 バンブーバッグ	가방/지갑 > 여성가방 > 토트백 > 	Handbag	bungae		"구구스사이트에서 구매했던 상품이구요
빈티지 입니다
잘 안 들고 다녀서 판매합니다
기스가 조금 생겨서 저렴하게 올립니다"	Material: 100% black Leather Handle: Bamboo Size: Medium Closure: Magnetic Snap		4202211090	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/0fb5e25f-58a9-4afa-b2a0-5e840864077e.jpg	9	400000.0	43542.0	https://m.bunjang.co.kr/products/311582427	1.185	38.5x35.0x14.5	38.5	35.0	14.5	38.5	35.0	14.5	0.01953875	19538.75	19.53875	3.256	1.5	28.0	10.0	21.0	28.0	21.0	10.0	0.00588	5880.0	5.88			0.2658227848101265	-0.6990595611285266	-0.2727272727272727	-0.4	-0.3103448275862069	-0.3276907001044932	2025-02-01 10:58:45	2025-02-06 14:02:41.583	1-2kg
25012168028DD8	7e51e190-e129-43aa-b31d-08dbe5d141cb	06348123-db2f-4e40-9f3a-02ab93687a6d	01f39d9a-8d6d-451d-bb0d-43696b9bf199	발렌시아가 시티 모터백 라지	バレンシアガシティモーターバッグラージ	가방/지갑 > 여성가방 > 토트백 > 	Handbag	bungae		"발렌시아가 자이언트 시티백 정품
사이즈: 24 14 36
색상: 블루진 & 실버 징
구성: 숄더끈, 거울, 더스트백

사용감은 있지망 램스킨이라 관리가 용이하고, 빈티지한 느낌을 더욱 주는 제품입니다. 빈티지 제품이다보니, 사진 확인 꼭 해주시고 구매 결정해주세요!

*빈티지 제품 특성상 교환 환불 불가*"	100% Lambskin Leather		4202211090	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/01f39d9a-8d6d-451d-bb0d-43696b9bf199.jpg	10	340000.0	37011.0	https://m.bunjang.co.kr/products/312777220	1.625	37.0x35.5x12.0	37.0	35.5	12.0	37.0	35.5	12.0	0.015762	15762.000000000002	15.762000000000002	2.627	1.5	21.0	10.0	28.0	28.0	21.0	10.0	0.00588	5880.0	5.88			-0.0769230769230769	-0.6269508945565284	-0.2432432432432432	-0.4084507042253521	-0.1666666666666666	-0.2727868713784206	2025-02-01 10:58:45	2025-02-06 14:02:41.587	1-2kg
250118E3AEE99B	8835b891-0f81-43f0-bcfb-ad48f0936313	2d4e6b63-d088-41c4-89e8-cdf0e7cc130a	dd9e9e69-bb73-4fba-80b7-46b8ac30f65e	발렌시아가 자이언트 모터백 금장	バレンシアガジャイアントモーターバッグ金	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"발렌시아가 자이언트 모터백 금장

[Brand]
BALENCIAGA

[Size]
가로47 세로33 폭8

발렌시아가 자이언트 모터백 금장 버전은 빈티지한 매력과 실용성을 동시에 지닌 아이템입니다. 
시간이 지날수록 자연스럽게 빈티지한 감성이 묻어나는 부드러운 가죽 소재와 볼드한 금장 디테일이 돋보이며, 시그니처 지퍼와 버클 디자인으로 브랜드 특유의 개성을 살렸습니다. 
넉넉한 수납공간과 부드러운 스트랩이 있어 일상생활은 물론 특별한 자리에서도 스타일을 완성시켜 줍니다.

전체적으로 빈티지한 사용감이 있는 제품으로 상세사진 참고바랍니다.

5만원 이상 구매시 무료배송
(도서산간+2,500)

*빈티지 의류 특성상 특유의 사용감 또는 오염, 미처 발견못한 하자가 있을 수 있습니다. 
실측은 재는 방법에 따라서 사람마다 1~3cm에 오차가 있을 수 있습니다.
교환, 환불이 어려우니 상세이미지, 실측 사이즈 참고하시고 추가로 궁금하신점은 문의주신 다음 신중하게 고민후에 구매해주시길 정중히 부탁드립니다.🙏"	sheep leather		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/dd9e9e69-bb73-4fba-80b7-46b8ac30f65e.jpg	12	240000.0	26126.0	https://m.bunjang.co.kr/products/312006029	1.635	41.0x35.0x15.0	41.0	35.0	15.0	41.0	35.0	15.0	0.021525	21525.0	21.525	3.588	1.5	21.0	10.0	28.0	28.0	21.0	10.0	0.00588	5880.0	5.88			-0.0825688073394495	-0.7268292682926829	-0.3170731707317073	-0.4	-0.3333333333333333	-0.3501355013550135	2025-01-24 18:00:34	2025-01-30 05:01:11.164	1-2kg
250117281494D1	439530e6-3cb7-4605-be8f-cc79f3a26572	1d10debd-5129-431e-81a5-1b2492f1ecb3	f21cd904-556d-4cad-9bc2-6ce961405397	펜디 가방 정품 펜디주카 캔버스 주카무늬 토트백 보스턴백 판매합니다	フェンディバッグ純正フェンディジュカキャンバスジュカ柄トートバッグボストンバッグ販売	가방/지갑 > 여성가방 > 토트백 > 	Handbag	bungae		"정품 펜디 가방 주카무늬 주카 토트백보스턴백 판매합니다
가로30 세로23
안에오염이 있어 저렴하게 판매합니다
이점유의해서 구매해주세요

반품은 가품일경우만 가능하니 거래전 꼭 숙지해주세요 다른이유로 중고 제품이니 입금후 반품 불가이니 이점 숙지부탁드립니다
빈티지제품상 이해도가 높으신분 구매부탁드립니다"	Nylon, Canvas, Leather		4202211090	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/f21cd904-556d-4cad-9bc2-6ce961405397.jpg	12	230000.0	25037.0	https://m.bunjang.co.kr/products/257473671	0.79	35.0x25.5x10.5	35.0	25.5	10.5	35.0	25.5	10.5	0.00937125	9371.25	9.37125	1.562	0.8	15.0	10.0	20.0	20.0	15.0	10.0	0.003	3000.0	3.0			0.0126582278481012	-0.6798719487795118	-0.4285714285714285	-0.4117647058823529	-0.0476190476190476	-0.295985060690943	2025-01-22 09:04:30	2025-01-24 08:03:08.833	0.5-1kg
2501134CF6CC0B	87bba4da-1f9d-4fea-9a92-73166104d05d	24591029-ac18-4991-8c8c-fa9834dd3a53	dece0ffc-4a7f-4ce5-bb5f-e24e4117cac3	정품 펜디 주카  바게트백 토트백	本物のフェンディジュカバゲットバッグトートバッグ	가방/지갑 > 여성가방 > 토트백 > 	Handbag	bungae		"정품 빈티지 상품입니다. 
제가 1년 정도 사용했고요.
이제 사용하지 않아서 판매할려고 합니다.
편하게 연락주세요. 
사진 더 찍어서 보내드릴 수 있어요."	Leather 100%		4202211090	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/dece0ffc-4a7f-4ce5-bb5f-e24e4117cac3.jpg	4	250000.0	27214.0	https://m.bunjang.co.kr/products/310243332	0.515	33.0x26.0x13.0	33.0	26.0	13.0	33.0	26.0	13.0	0.011154	11154.0	11.154	1.859	0.8	28.0	8.0	21.0	28.0	21.0	8.0	0.004704	4704.0	4.704			0.5533980582524273	-0.5782678859601936	-0.1515151515151515	-0.1923076923076923	-0.3846153846153846	-0.2428127428127428	2025-01-21 09:13:21	2025-01-31 05:01:30.678	0.5-1kg
250112B55AE3F3	9cc55292-6bae-45f9-ac66-99999eb6516a	3fbe84b1-ab61-480b-9f82-a365ae74f15d	4d2049fb-fb49-4d7c-979e-0ed6e106d60f	로에베 바르셀로나백	ロエベバルセロナバッグ	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"사용감 있어 싸게 내놔요

가방뒤에 스크래치 있어요 사진 확인

정품 맞습니다

가방만 있음

택배거래 가능

동탄역 직거래 가능

환불 불가"	Leather		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/4d2049fb-fb49-4d7c-979e-0ed6e106d60f.jpg	5	250000.0	27214.0	https://m.bunjang.co.kr/products/292846066	0.835	34.0x24.5x15.0	34.0	24.5	15.0	34.0	24.5	15.0	0.012495	12495.0	12.495	2.083	0.8	20.0	10.0	15.0	20.0	15.0	10.0	0.003	3000.0	3.0			-0.0419161676646705	-0.7599039615846338	-0.4117647058823529	-0.3877551020408163	-0.3333333333333333	-0.3776177137521675	2025-01-21 09:13:21	2025-01-31 05:01:30.630	0.5-1kg
2501143AA8C77B	82c8d660-6cbb-4dde-a083-566787191db4	b93a598b-0da4-4437-a2b5-4d3992e6617e	2e3cdd9c-2c4b-4537-9457-9f3b16782cb0	펜디 미니숄더벡	フェンディミニショルダーベック	가방/지갑 > 여성가방 > 토트백 > 	Handbag	bungae		폰 립스틱 키 들어가고 눈에띄는 얼룩없어요 정리하면서 올립니다 편하게문의주세요 가로21.5 세로13 정도입니다	Leather 100%		4202211090	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/2e3cdd9c-2c4b-4537-9457-9f3b16782cb0.jpg	12	160000.0	17417.0	https://m.bunjang.co.kr/products/310623412	0.345	26.0x18.0x15.0	26.0	18.0	15.0	26.0	18.0	15.0	0.00702	7020.0	7.0200000000000005	1.17	0.8	28.0	10.0	21.0	28.0	21.0	10.0	0.00588	5880.0	5.88			1.3188405797101452	-0.1623931623931624	0.0769230769230769	0.1666666666666666	-0.3333333333333333	-0.0299145299145299	2025-01-21 09:13:21	2025-01-31 05:01:30.638	0-0.5kg
2501126F8C9394	dcb5b5bd-2b38-4910-a9b5-349626c65fc6	9fa159af-19ff-4608-a717-1bddc7707d98	1f694e15-42b8-4896-a83b-ab998a7af4d4	디올 토트백	ディオールトートバッグ	가방/지갑 > 여성가방 > 토트백 > 	Handbag	bungae		"가로24
세로22
너비 12.  대략 잰거예요
리본즈 정품인증서 있어요"	Leather 100%		4202211090	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/1f694e15-42b8-4896-a83b-ab998a7af4d4.jpg	5	300000.0	32657.0	https://m.bunjang.co.kr/products/311165257	1.235	28.0x29.0x29.0	28.0	29.0	29.0	29.0	29.0	28.0	0.023548	23548.0	23.548	3.925	0.8	30.0	10.0	25.0	30.0	25.0	10.0	0.0075	7500.0	7.5			-0.3522267206477733	-0.6815016137251572	0.0344827586206896	-0.1379310344827586	-0.6428571428571429	-0.2487684729064039	2025-01-21 09:13:21	2025-01-31 05:01:30.646	1-2kg
25011338AD553C	df10689b-b140-41c5-bd33-cab38ded6950	934a86e5-3865-40af-8c34-9aa5e2f2db17	34c8a1e2-4111-448c-b4ab-71ae07e309bb	정품 펜디 주카 맘마 토트백	本物のフェンディジュカマンマトートバッグ	가방/지갑 > 여성가방 > 토트백 > 	Handbag	bungae		"정품 [펜디 주카 맘마 토트백]

♥참고사항
저희 상품은 상품등록 후 조기판매 되는 상품들이 많습니다.
그리고 선입금 순으로 판매되오니 찜만 하시고 고민하시는분들은 제 상점 후기 보시고 안전하게 빠른 구매해주시기 바랍니다.

♥상품설명
100% 정품입니다.
정품 아닐시 환불해드립니다.
디자인 오지고 완전 이뻐용♡
상태는 사진상 보시다시피 사용감있으나 그외 전체적으로 좋습니다.
뒤 늦게 구매하시면 비싸게 주고 사셔야합니다~ 
믿고 구매해주셔도 좋습니다^^
저렴히 들여가세용♡

♥택배비 안내
택배비 별도

♥상품주문 안내
1.톡으로 일단 연락주세요
2.원하시는 상품을 이야기 해주세요"	27% Polyester, 27% Polyamide, 27% Polyurethane, 15% Cotton, 4% Resin, 100% Calfskin Leather, Interior: 63% Cotton, 34% Polyester, 3% Acrylic		4202211090	https://media.bunjang.co.kr/product/310573986_1_1736388411_w{res}.jpg|https://media.bunjang.co.kr/product/310573986_2_1736388411_w{res}.jpg|https://media.bunjang.co.kr/product/310573986_3_1736388411_w{res}.jpg|https://media.bunjang.co.kr/product/310573986_4_1736388411_w{res}.jpg|https://media.bunjang.co.kr/product/310573986_5_1736388411_w{res}.jpg|https://media.bunjang.co.kr/product/310573986_6_1736388411_w{res}.jpg|https://media.bunjang.co.kr/product/310573986_7_1736388411_w{res}.jpg|https://media.bunjang.co.kr/product/310573986_8_1736388411_w{res}.jpg|https://media.bunjang.co.kr/product/310573986_9_1736388411_w{res}.jpg|https://media.bunjang.co.kr/product/310573986_10_1736388411_w{res}.jpg|https://media.bunjang.co.kr/product/310573986_11_1736388411_w{res}.jpg|https://media.bunjang.co.kr/product/310573986_12_1736388411_w{res}.jpg	12	220000.0	23949.0	https://m.bunjang.co.kr/products/310573986	0.585	34.0x18.0x18.0	34.0	18.0	18.0	34.0	18.0	18.0	0.011016	11016.0	11.016	1.836	1.5	21.0	10.0	28.0	28.0	21.0	10.0	0.00588	5880.0	5.88			1.5641025641025643	-0.4662309368191721	-0.1764705882352941	0.1666666666666666	-0.4444444444444444	-0.1514161220043573	2025-01-17 11:25:29	2025-01-19 14:01:59.763	0.5-1kg
250102B0CE55EC	9743b238-2e7b-455b-a96a-b085861afa7c	0c93d096-990b-44ab-a797-7bf568b83dda	8712323e-2af3-4270-af2c-7217b71de924	펜디 fendi 주카 토트백	フェンディフェンディジュカトートバッグ	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"정품으로 구매한 펜디 주카 토트백입니다
구매한지 오래되어 보증서는 따로 가지고 있지 않으나, 번개케어로 정품확인 가능합니다.

실착횟수가 많으며 펜던트, 손잡이부분, 가방 내부 얼룩 등 사용감이 느껴지기 때문에 저렴한 가격으로 책정했습니다.

수납력 매우 좋으며 빈티지 제품을 즐겨 구매하신다면 감수할 수 있는 컨디션입니다."	Synthetic Leather 100%		4202999000	https://media.bunjang.co.kr/product/309273485_1_1735785804_w{res}.jpg|https://media.bunjang.co.kr/product/309273485_2_1735785804_w{res}.jpg|https://media.bunjang.co.kr/product/309273485_3_1735785804_w{res}.jpg|https://media.bunjang.co.kr/product/309273485_4_1735785804_w{res}.jpg|https://media.bunjang.co.kr/product/309273485_5_1735785804_w{res}.jpg|https://media.bunjang.co.kr/product/309273485_6_1735785804_w{res}.jpg	6	80000.0	8709.0	https://m.bunjang.co.kr/products/309273485	0.755	37.0x26.0x13.5	37.0	26.0	13.5	37.0	26.0	13.5	0.012987	12987.0	12.987	2.165	0.8	28.0	10.0	21.0	28.0	21.0	10.0	0.00588	5880.0	5.88			0.0596026490066225	-0.5472395472395473	-0.2432432432432432	-0.1923076923076923	-0.2592592592592592	-0.2316033982700649	2025-01-09 09:47:32	2025-01-11 08:02:49.446	0.5-1kg
241128FE3235B1	0eabe633-4327-46d3-8f6a-db1b645a88fd	72a1022c-7ad2-44c0-91a5-0a7097cba7c9	2354e9be-d3fb-4f18-803a-fb33fdfb6475	코이세이오 스부 가방	こいせいおすぶバッグ	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"어제 배송와서 신발만 빼고 가방만 판매해요 !
편하게 연락주세요 !"	cotton100%		4202999000	https://media.bunjang.co.kr/product/302920854_{cnt}_1732760706_w{res}.jpg	1	104000.0	11695.0	https://m.bunjang.co.kr/products/302920854?q=%EC%BD%94%EC%9D%B4%EC%84%B8%EC%9D%B4%EC%98%A4%20%EC%8A%A4%EB%B6%80&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC	0.41	30.5x22.0x12.5	30.5	22.0	12.5	30.5	22.0	12.5	0.0083875	8387.5	8.387500000000001	1.398	0.8	20.0	10.0	15.0	20.0	15.0	10.0	0.003	3000.0	3.0			0.951219512195122	-0.6423248882265276	-0.3442622950819672	-0.3181818181818182	-0.2	-0.2874813710879285	2024-12-09 10:21:30	2024-12-12 05:01:22.396	0-0.5kg
